track_id,mfcc,chroma,dom_key,contrast_mean,tempo,zero_crossing_rate,rms,spectral_bandwidth,genre
000368.mp3,"[-301.8134, 146.02634, 23.692179, 52.445465, -9.044937, 35.89719, 6.9220004, 3.1849904, 8.436798, 3.2776856, 5.1113563, -4.0746427, 8.332494]","[0.2696257, 0.27798375, 0.36909842, 0.5021517, 0.9475741, 0.34567878, 0.29838675, 0.281029, 0.29827192, 0.29453945, 0.2038779, 0.30679774]",5,18.31430072,135.9991776,0.026478573,0.07540106,3329.705436,Rock
000424.mp3,"[-181.34953, 206.1632, -82.50248, 33.957848, 9.117361, -10.880487, -4.912726, -17.062962, -5.4861064, -14.960091, -11.306979, -5.945304, -0.71108556]","[0.30934724, 0.34619892, 0.26507828, 0.6867765, 0.85939753, 0.385583, 0.41206357, 0.30664766, 0.6301813, 0.5655207, 0.3410576, 0.6800922]",4,21.28497621,114.84375,0.061119499,0.13285099,1759.708819,Experimental
000459.mp3,"[-45.263954, 156.16006, -20.73497, 35.687584, -4.281387, 29.547825, -6.975567, 15.102325, -2.5152216, 15.831033, -3.3855, 9.755238, -4.062868]","[0.19931723, 0.2449554, 0.759773, 0.2368717, 0.2325521, 0.32838014, 0.39047712, 0.751061, 0.27655825, 0.29618353, 0.16825984, 0.27393317]",2,20.12014508,93.96306818,0.040186964,0.36863023,3490.518271,Rock
000534.mp3,"[-307.59213, 174.8865, 26.26418, 53.691628, 23.359499, -11.722921, 0.6102224, 12.565909, -7.4400373, -15.489365, 0.34286278, -3.3512695, -4.1057696]","[0.3113173, 0.26817903, 0.3688642, 0.53480965, 0.28698507, 0.36091217, 0.30275, 0.3596782, 0.5356273, 0.4341197, 0.7126684, 0.5153438]",3,20.77479937,129.1992188,0.020997418,0.08716247,2015.573939,Folk
000540.mp3,"[-265.19043, 183.25633, -16.083063, 44.473145, 23.184599, -2.987513, -7.6986113, 14.537184, -1.5381949, -17.833157, -7.5285497, -3.6647487, 4.088812]","[0.33788615, 0.30990547, 0.2961049, 0.40350938, 0.26887986, 0.3324725, 0.29534394, 0.7103835, 0.910977, 0.33348688, 0.31714413, 0.3386025]",8,21.25639573,135.9991776,0.031410365,0.09215215,2045.517744,Folk
000546.mp3,"[-284.61426, 189.56229, -6.9556627, 39.903206, 21.39536, -12.273949, -7.5145297, 16.822731, 3.827611, -15.348067, -5.477474, -4.264476, -1.9608271]","[0.3781893, 0.32773146, 0.4164606, 0.48987776, 0.3848654, 0.44640672, 0.5950836, 0.5769119, 0.5674975, 0.43810642, 0.39621407, 0.41920784]",6,21.46582773,105.46875,0.02904101,0.08409543,1950.639629,Folk
000574.mp3,"[-24.697071, 144.10672, -47.56243, 40.745853, -15.586883, 30.754225, -21.373058, 5.139817, -10.033254, 6.081591, -7.503044, 6.9108944, -3.1110926]","[0.5100517, 0.5782769, 0.46912348, 0.5906618, 0.4979264, 0.46570775, 0.5702062, 0.49214664, 0.75116646, 0.5131403, 0.49640286, 0.5372026]",8,20.32822532,120.1853198,0.082661174,0.27411446,3395.568434,Rock
000602.mp3,"[-440.17734, 191.00208, 40.747494, 19.23304, 15.5964, 18.193153, 2.2498107, 0.26355207, -3.7240374, -12.607716, -12.637826, -12.843427, -11.02175]","[0.14091988, 0.12999146, 0.7546253, 0.090143315, 0.21276239, 0.55979466, 0.162227, 0.1950513, 0.13845669, 0.40258268, 0.27035207, 0.19641092]",5,23.28302082,151.9990809,0.018323785,0.044397913,1666.624125,Folk
000615.mp3,"[-476.6294, 191.96873, 97.7444, 50.56782, 27.901142, 11.568376, 4.0157213, -0.5065681, -1.1781273, 2.8234606, 2.3645384, 2.3461885, -1.1778467]","[0.2351857, 0.11234141, 0.10710664, 0.99419826, 0.2552325, 0.13801982, 0.25857836, 0.7505717, 0.5642416, 0.14625882, 0.06730666, 0.43474063]",7,21.77749125,120.1853198,0.009566346,0.060274284,1913.677705,Experimental
000620.mp3,"[-192.9085, 130.36508, 0.6720564, 14.701258, 9.926384, 6.146707, -5.482142, -3.8708808, -3.7809792, -4.6890435, -9.280151, -8.305131, -8.889333]","[0.30204773, 0.19440986, 0.312241, 0.17123085, 0.38991332, 0.28457636, 0.26675844, 0.45379624, 0.27909747, 0.87703234, 0.23483697, 0.3652004]",9,20.01431739,139.6748311,0.063299178,0.10725775,4298.812358,Folk
000621.mp3,"[-166.53024, 167.38557, -35.639416, 24.95122, -6.6919103, 4.4388657, -2.0060148, -7.1339364, -8.2234535, -7.7916603, -15.346924, -5.323364, -8.6319895]","[0.5891423, 0.21429195, 0.3054809, 0.21044445, 0.6424914, 0.28382102, 0.32218271, 0.5195272, 0.31874862, 0.35510278, 0.28693634, 0.47262317]",6,24.91287301,114.84375,0.048167754,0.15761445,2424.616306,Folk
000625.mp3,"[-165.20337, 164.12317, -26.450296, 15.40946, -2.175734, 8.514027, -9.95976, -0.10906645, -13.380178, -8.028268, -9.132406, -1.6727653, -7.707989]","[0.7933641, 0.16544032, 0.29489633, 0.13056065, 0.30570367, 0.42468706, 0.23382403, 0.43400025, 0.1547741, 0.25282705, 0.23068246, 0.21831125]",0,24.76822031,151.9990809,0.046327029,0.18564016,2435.628188,Folk
000666.mp3,"[-179.5967, 222.2626, -67.7941, 47.908943, 11.906299, -24.638174, 17.871243, -9.931564, -0.67865163, 4.407859, -12.388295, -4.277698, -8.773924]","[0.51848, 0.3640094, 0.54781497, 0.7027864, 0.5262848, 0.6948631, 0.35562658, 0.40213022, 0.4929057, 0.43217045, 0.5829667, 0.4463843]",3,19.56527347,132.5120192,0.040766857,0.14934579,1715.014854,International
000667.mp3,"[-176.9603, 217.24937, -79.9635, 64.80093, 1.3251129, -28.19522, 19.56047, -10.959195, 0.5327781, -0.28807718, -9.350531, -1.4818257, -3.2849066]","[0.46956968, 0.545387, 0.5953406, 0.6961604, 0.5267065, 0.6502182, 0.84396064, 0.5436026, 0.44770408, 0.46777788, 0.5728771, 0.83327407]",5,20.05213744,120.1853198,0.060685871,0.12834497,1896.441504,International
000676.mp3,"[-146.12529, 134.94432, 10.158938, 47.80389, -8.454294, 28.615835, -6.462897, 17.918974, 5.4993677, 19.911772, -17.824907, 7.0823064, -8.289515]","[0.45113033, 0.39746666, 0.4847264, 0.4413249, 0.3068869, 0.4256516, 0.43374598, 0.43950987, 0.58399457, 0.4456796, 0.53499454, 0.44692183]",10,22.92914683,97.50884434,0.044301973,0.22428274,3663.694989,Hip-Hop
000690.mp3,"[-76.13101, 136.85513, -81.273445, 43.528687, 23.280676, 28.758284, 7.862417, 24.067774, -0.36121127, 14.524548, 5.457874, 0.10456438, -0.46164277]","[0.39036167, 0.40251362, 0.4406413, 0.3872721, 0.53599584, 0.7778328, 0.80708945, 0.7238254, 0.56417966, 0.51747805, 0.4638189, 0.54717565]",8,20.12980751,135.9991776,0.069905536,0.2690628,2858.102274,Rock
000694.mp3,"[-120.56647, 111.87448, -32.31814, 50.074585, -20.920126, 37.78721, -12.472194, 11.233294, -6.2365785, 10.249231, -8.204277, 7.0785084, -1.5434886]","[0.6583171, 0.5624816, 0.44764173, 0.44987488, 0.52045166, 0.67940974, 0.5929482, 0.53660434, 0.55587673, 0.54650366, 0.43728077, 0.45513213]",7,20.2924097,114.84375,0.088599219,0.14917867,3772.3928,Hip-Hop
000695.mp3,"[-92.86842, 118.69945, -39.803375, 37.982567, -17.65507, 18.295038, -8.133822, 24.634283, -2.6499307, 8.592107, 2.2367146, 6.2236958, 3.4888496]","[0.67546225, 0.61211044, 0.5682091, 0.6080595, 0.66719025, 0.66702497, 0.71168005, 0.6437078, 0.50799733, 0.4677872, 0.42908576, 0.43849036]",4,20.3380142,126.0480183,0.081030481,0.19335261,3518.478845,Hip-Hop
000704.mp3,"[-51.981403, 81.00314, -14.357084, 28.6231, 3.812451, 33.000977, -0.21881334, 10.881804, -3.8745852, 7.5034885, 0.21732979, 7.346854, 0.37139273]","[0.5861528, 0.52209187, 0.5442465, 0.44262502, 0.44324544, 0.5338899, 0.49018705, 0.62429994, 0.3680198, 0.45244893, 0.4333803, 0.5880186]",0,19.68309223,135.9991776,0.078576972,0.27534714,4783.070803,International
000705.mp3,"[-57.396713, 89.339424, -20.897108, 39.312927, -11.196074, 27.715282, 1.7123495, 19.976994, 1.3021396, 19.536243, -6.0952125, 9.923757, -2.808755]","[0.37477913, 0.45923248, 0.5923306, 0.39369527, 0.4991898, 0.3910929, 0.52155817, 0.38912615, 0.38821477, 0.5318904, 0.3724086, 0.45808983]",1,21.48903598,93.96306818,0.069310597,0.29300722,4470.646962,International
000706.mp3,"[-46.87648, 89.75607, -11.17304, 53.542927, -8.588551, 21.381079, 0.049808938, 3.119192, -7.8058186, 15.293829, -2.745758, 11.810693, 2.0369852]","[0.6923679, 0.49283418, 0.4852293, 0.5808644, 0.43644854, 0.638558, 0.53482777, 0.50696975, 0.5882578, 0.52735156, 0.5509982, 0.40315726]",0,20.7775919,114.84375,0.090460665,0.28298151,4468.853317,International
000707.mp3,"[-109.407906, 104.448875, -38.52227, 49.213192, 43.344604, 19.607874, 1.0913782, 16.320587, 5.06298, 12.2565565, 1.3939346, 1.3969907, -3.7194557]","[0.1595018, 0.30119216, 0.3278099, 0.2354312, 0.50025797, 0.273106, 0.44051692, 0.22051445, 0.30299342, 0.28441018, 0.1253323, 0.14404264]",8,20.94538365,135.9991776,0.036682554,0.3481409,3731.808612,International
000708.mp3,"[-97.62341, 105.92195, 4.9105186, 52.17465, 16.41179, 16.936203, -9.355581, 7.6226873, 2.724181, 11.920907, -3.6692576, -0.18188205, -3.1269088]","[0.6950154, 0.5551491, 0.44870523, 0.35417953, 0.3842174, 0.41119573, 0.5512701, 0.6880976, 0.6033112, 0.68930733, 0.6440529, 0.73607075]",2,18.9023284,129.1992188,0.053951485,0.28945208,4447.57386,International
000709.mp3,"[-119.71848, 139.53197, -25.82937, 45.145638, -15.749791, 20.771338, -8.061834, 2.3300004, -7.911635, 7.5981474, -1.8310184, 4.4623394, 7.381746]","[0.49209526, 0.37008974, 0.45243683, 0.45563555, 0.27024928, 0.2635261, 0.3461288, 0.5814042, 0.3332219, 0.25269297, 0.29836112, 0.4303268]",7,22.0041102,90.66611842,0.050558926,0.2225423,3261.179786,International
000714.mp3,"[-169.76192, 173.09082, -7.360643, 46.856, 23.391756, 12.490598, -12.68481, 14.4157295, 2.0812032, -8.000305, 6.1750197, 1.476693, 8.286176]","[0.13335049, 0.14443122, 0.1553278, 0.883652, 0.25149953, 0.11192763, 0.123249896, 0.13489227, 0.11840661, 0.14368719, 0.90934753, 0.1378004]",10,24.09276912,126.0480183,0.023519952,0.30271956,2359.756129,Folk
000715.mp3,"[-265.20184, 206.65892, 31.245087, -2.6773548, -4.746892, -7.688038, -3.06091, -8.21511, -1.042632, 1.7072161, -9.5707, -7.6155734, -0.18606135]","[0.21741885, 0.22064164, 0.14851373, 0.28143314, 0.36452606, 0.3514547, 0.597722, 0.3739317, 0.35977566, 0.8121206, 0.2957913, 0.38388768]",9,22.88456481,135.9991776,0.024602794,0.14248753,1171.668133,Folk
000716.mp3,"[-170.71404, 216.1617, -32.571304, 23.536076, 17.970098, -11.1672125, -16.104078, 10.661039, -4.6746187, 6.196525, -13.946324, -13.587596, -19.214775]","[0.95994896, 0.18105164, 0.44239566, 0.72497755, 0.22692302, 0.23346609, 0.27731326, 0.54262596, 0.27836537, 0.2545501, 0.3191396, 0.29050827]",0,23.21404563,126.0480183,0.036106526,0.18175253,1920.981808,Folk
000718.mp3,"[-151.63359, 128.53085, -59.244717, 59.90722, -41.04735, -2.4488857, -27.355822, -7.2448397, 1.0298097, -4.6019797, -15.492115, -14.91472, -12.326561]","[0.21874568, 0.24494071, 0.18309492, 0.18091917, 0.18400614, 0.41338003, 0.6556873, 0.5203533, 0.42585936, 0.45423222, 0.3683976, 0.2992451]",10,23.90275762,123.046875,0.077440084,0.12383679,3103.551484,Folk
000777.mp3,"[-214.80739, 113.788475, -7.7867885, 43.18973, -3.4123468, 21.915588, 9.191229, 18.360535, -9.518284, 15.113287, -7.6611433, 8.065052, 0.25619116]","[0.25286674, 0.25682393, 0.35514286, 0.3225645, 0.40899995, 0.4599956, 0.5496517, 0.59048826, 0.41234216, 0.390173, 0.29193178, 0.24226747]",5,20.79109258,109.9567819,0.068604083,0.106964834,4053.953733,Rock
000814.mp3,"[-295.70724, 195.98604, 21.378727, 18.887978, 19.258066, 6.4555645, -13.572841, -2.039811, -4.5675297, -9.001417, -2.809015, -10.706715, -2.9820833]","[0.19855647, 0.5810127, 0.48356503, 0.2133067, 0.2961102, 0.20677562, 0.44908756, 0.2941616, 0.37169996, 0.37072653, 0.3045308, 0.38068932]",1,22.39201441,123.046875,0.021722275,0.121130176,1977.354785,Folk
000821.mp3,"[-305.88278, 113.01308, 33.483288, 35.689865, 22.765368, 19.732172, 3.9583702, 14.724078, 7.954186, 7.6689677, 7.095915, 11.158504, 3.7248776]","[0.24983038, 0.45570025, 0.891504, 0.30983385, 0.25482395, 0.25793794, 0.25892347, 0.29781798, 0.28072262, 0.3813476, 0.31307834, 0.2705411]",4,20.43826105,105.46875,0.023841914,0.13158238,3286.574869,Pop
000822.mp3,"[-232.63924, 163.76329, 26.679636, 17.261734, 8.095247, 9.551323, 0.66376513, 18.680574, 5.612631, 6.00797, 3.4702833, 8.236835, 1.1169479]","[0.4885579, 0.40034658, 0.38338697, 0.40624574, 0.4267484, 0.47616825, 0.35888332, 0.34398428, 0.62333, 0.9171889, 0.8067383, 0.49797457]",5,20.18265326,120.1853198,0.029242979,0.17854625,2807.981134,Pop
000825.mp3,"[-12.468521, 210.65419, -98.20379, 62.438385, -14.224421, 9.999846, 5.972309, -16.748438, 13.119982, -19.490705, 4.04211, -5.464604, -5.525123]","[0.61314994, 0.5493573, 0.71481043, 0.78565353, 0.57556653, 0.55087006, 0.5360475, 0.70000964, 0.61402684, 0.63280684, 0.61807686, 0.48023534]",2,19.92189918,114.84375,0.07413176,0.45320225,2084.90458,Rock
000853.mp3,"[-198.39497, 215.57626, -39.41035, 6.624168, 7.760712, -21.665325, 4.6390038, -12.717453, -16.558372, -1.5802462, -13.797658, -11.133358, -2.0427656]","[0.34199598, 0.25030562, 0.5607821, 0.40201598, 0.49742123, 0.4840383, 0.29500774, 0.41750687, 0.61868346, 0.61130273, 0.36483708, 0.32712132]",3,23.43265873,132.5120192,0.033212192,0.17220396,1341.113636,International
000890.mp3,"[-366.4986, 215.39465, -35.00516, 43.49137, 0.30186787, -6.646326, 1.9063855, -9.297008, -3.0287945, -1.5485924, -3.8398588, 1.0563364, -0.59298265]","[0.4491357, 0.19824405, 0.31072947, 0.5589726, 0.6896804, 0.3429092, 0.579541, 0.3541505, 0.8143462, 0.529342, 0.35112062, 0.6961666]",11,21.68726826,126.0480183,0.033236597,0.021878792,1840.440377,Folk
000892.mp3,"[-161.30539, 222.83928, -21.480173, 19.651424, -2.5902262, 0.11467688, 8.165672, 0.62569773, -1.2896459, 0.64980495, -1.625643, -7.493156, -5.7095833]","[0.21197784, 0.24848369, 0.70866376, 0.38967055, 0.25074026, 0.29393637, 0.41461182, 0.90281785, 0.4571936, 0.33073923, 0.28696626, 0.22789896]",7,22.96017208,172.265625,0.025445467,0.2688886,1537.334681,Folk
000897.mp3,"[-22.823544, 82.805695, -80.61759, 59.75714, -30.83445, 34.39278, -19.1938, 32.36247, -14.191482, 23.839664, -8.699181, 14.6935215, -6.898239]","[0.8026698, 0.7317424, 0.6655134, 0.5659521, 0.5493707, 0.72501594, 0.6259944, 0.75264925, 0.84372854, 0.5249355, 0.58738583, 0.6059186]",0,20.12772721,139.6748311,0.162705449,0.20716907,3686.155114,Experimental
000993.mp3,"[-94.23234, 113.629715, -41.559475, 75.15008, 18.210196, 26.70288, -13.653716, 10.326043, -10.361607, 21.465294, -9.761481, 12.468504, 2.9495437]","[0.94545835, 0.78220165, 0.60254395, 0.5002371, 0.4953093, 0.47391725, 0.3007105, 0.335853, 0.3786997, 0.592751, 0.4891304, 0.60489595]",0,20.91259381,129.1992188,0.068712411,0.23236823,3517.133031,Rock
000995.mp3,"[53.211864, 130.34198, -53.052902, 27.660646, -18.852219, 9.18021, -5.739882, 11.754632, -1.3519982, 7.578944, -5.485352, 3.8608143, -7.469551]","[0.77715665, 0.7734983, 0.7782001, 0.79778546, 0.7764629, 0.7827299, 0.75911915, 0.7936126, 0.79960495, 0.77383524, 0.7943095, 0.8094123]",11,17.9224576,123.046875,0.05792489,0.40781844,3505.044574,Experimental
000997.mp3,"[29.128258, 110.380066, -73.50147, 38.847843, -15.5745735, 27.448072, -7.875388, 20.215097, -6.4396744, 23.467598, -0.34794775, 14.502759, -6.728787]","[0.59209317, 0.76053864, 0.53351307, 0.73608977, 0.7139968, 0.64381194, 0.61346674, 0.8983869, 0.67723143, 0.74370635, 0.7284112, 0.65169674]",0,18.362134,120.1853198,0.08324827,0.35314807,3482.731472,Experimental
000998.mp3,"[75.86298, 86.97967, -9.763706, 11.328614, -9.220518, 3.4253683, -0.20893079, 7.9420357, 3.1716454, 4.4478645, -0.14634044, 1.4453176, -1.3901063]","[0.80493194, 0.69202054, 0.76290095, 0.7645561, 0.73907334, 0.77492315, 0.7855786, 0.7099163, 0.6825737, 0.65342337, 0.7414984, 0.69750214]",4,12.48945725,132.5120192,0.070545483,0.39670193,5503.184967,Experimental
001039.mp3,"[-44.413155, 138.78328, -45.277546, 34.246624, 8.939667, 25.152456, -5.102231, 20.76879, -10.067797, 13.605369, -3.4847376, 10.335402, 1.0271081]","[0.6130893, 0.6613183, 0.68045527, 0.69208926, 0.63240564, 0.63110244, 0.7429567, 0.7201443, 0.6328501, 0.61357945, 0.6075462, 0.6320415]",5,19.46009767,126.0480183,0.059700231,0.2713316,3548.717691,Rock
001040.mp3,"[-40.31015, 150.80206, -67.08666, 61.919224, -13.628507, 31.342758, 7.8711348, 7.991869, -2.3355255, 4.366719, 2.1275911, -0.6844185, -3.047271]","[0.64934766, 0.5750985, 0.5439313, 0.5707757, 0.56842357, 0.7182047, 0.77671003, 0.717459, 0.599719, 0.5787067, 0.5721628, 0.58041906]",5,20.49991768,126.0480183,0.068513689,0.341123,2803.435763,Rock
001066.mp3,"[-275.40692, 201.58154, -9.112507, 14.658323, 19.739182, -0.026121724, 4.876007, -2.1459248, 1.300553, -1.7690768, 1.0193787, 4.160566, -0.24619202]","[0.3032621, 0.6989138, 0.25195724, 0.35925692, 0.22367951, 0.3423906, 0.7984631, 0.40980884, 0.44438878, 0.35804614, 0.3072676, 0.40652862]",8,19.11949998,109.9567819,0.029065862,0.06971988,2248.216202,Experimental
